requests_total,requests_ok,requests_err,throughput_tokens_s,rps,latency_p50_s,latency_p95_s,latency_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,fairness_jain_throughput,window_s,t0,t1
520,520,0,417.3939398236424,4.346199337357457,2.7526477575302124,3.9596679925918568,4.688682243824005,0.5548101663589478,1.1179329514503478,1.4163660621643024,0.9999696769742215,119.64476537704468,1765758059.985523,1765758179.6302884
