tenant_id,requests_total,requests_ok,requests_err,error_rate,rps,throughput_tokens_s,latency_p50_s,latency_p95_s,latency_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,slo_attainment
A,280,280,0,0.0,2.3544225146188573,224.41010025052879,1.8567982912063599,3.5857461214065554,4.868943803310386,0.34664344787597656,0.8997357726097109,1.2497014451026904,0.9892857142857143
B,260,260,0,0.0,2.1862494778603674,345.43582615377596,2.885215640068054,5.065336799621581,6.285494117736834,0.5716515779495239,1.3763849854469294,2.0231273627281214,0.9461538461538461
