requests_total,requests_ok,requests_err,throughput_tokens_s,rps,latency_p50_s,latency_p95_s,latency_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,fairness_jain_throughput,window_s,t0,t1
540,540,0,569.8459264043048,4.540671992479225,2.3259023427963257,4.580421555042267,5.608396539688114,0.42345118522644043,1.1801988959312433,1.8791689109802274,0.9568401537897919,118.92512845993042,1765758056.7747192,1765758175.6998477
