tenant_id,requests_total,requests_ok,requests_err,error_rate,rps,throughput_tokens_s,latency_p50_s,latency_p95_s,latency_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,slo_attainment
A,220,220,0,0.0,1.8448570924379712,178.28866655601686,2.22355055809021,4.721327006816863,5.731597466468812,0.3907918930053711,0.9274849772453306,1.304841220378876,0.9590909090909091
B,270,270,0,0.0,2.264142795264783,361.4242758367117,2.937992215156555,5.449003946781156,7.014756686687471,0.5752354860305786,1.4829025149345398,1.9039145493507386,0.9074074074074074
