requests_total,requests_ok,requests_err,throughput_tokens_s,rps,latency_p50_s,latency_p95_s,latency_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,fairness_jain_throughput,window_s,t0,t1
490,490,0,539.7129423927285,4.108999887702754,2.641659379005432,5.235976219177245,6.8823853635788,0.4847828149795532,1.339555370807647,1.821037507057191,0.8967497324229242,119.25042915344238,1765758058.0852137,1765758177.3356428
